eval_label,controller,reason_group,reason,count,fraction_of_all,fraction_of_failures,fraction_of_successes,n_all,n_failures,n_successes
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,success_terminal_reason,success+touchdown_event,3,0.001388888888888889,0.0,0.0031120331950207467,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_exact_terminal_reason,clearance_ground+foot_ground_before_ready,948,0.4388888888888889,0.8054375531011045,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_exact_terminal_reason,clearance_ground+foot_ground_bad_clearance,80,0.037037037037037035,0.06796941376380629,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_exact_terminal_reason,clearance_ground+knee_ground,55,0.02546296296296296,0.04672897196261682,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_exact_terminal_reason,clearance,41,0.01898148148148148,0.034834324553950725,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_exact_terminal_reason,clearance_ground+foot_ground_after_ready,31,0.014351851851851852,0.026338147833474938,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_exact_terminal_reason,q1_low_limit,11,0.005092592592592593,0.009345794392523364,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_exact_terminal_reason,speed,10,0.004629629629629629,0.008496176720475786,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_exact_terminal_reason,q1_low_limit+q3_low_limit,1,0.000462962962962963,0.0008496176720475786,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_reason_token,clearance_ground,1114,0.5157407407407407,0.9464740866610025,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_reason_token,foot_ground_before_ready,948,0.4388888888888889,0.8054375531011045,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_reason_token,foot_ground_bad_clearance,80,0.037037037037037035,0.06796941376380629,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_reason_token,knee_ground,55,0.02546296296296296,0.04672897196261682,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_reason_token,clearance,41,0.01898148148148148,0.034834324553950725,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_reason_token,foot_ground_after_ready,31,0.014351851851851852,0.026338147833474938,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_reason_token,q1_low_limit,12,0.005555555555555556,0.010195412064570943,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_reason_token,speed,10,0.004629629629629629,0.008496176720475786,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,failure_reason_token,q3_low_limit,1,0.000462962962962963,0.0008496176720475786,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,success_terminal_reason,success,979,0.4532407407407407,0.0,0.9959308240081384,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,per_step_sign,success_terminal_reason,success+touchdown_event,4,0.001851851851851852,0.0,0.004069175991861648,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_exact_terminal_reason,clearance_ground+foot_ground_before_ready,988,0.45740740740740743,0.8138385502471169,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_exact_terminal_reason,clearance_ground+foot_ground_bad_clearance,94,0.04351851851851852,0.07742998352553541,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_exact_terminal_reason,clearance,54,0.025,0.044481054365733116,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_exact_terminal_reason,clearance_ground+foot_ground_after_ready,38,0.017592592592592594,0.03130148270181219,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_exact_terminal_reason,q1_low_limit,16,0.007407407407407408,0.013179571663920923,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_exact_terminal_reason,speed,16,0.007407407407407408,0.013179571663920923,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_exact_terminal_reason,clearance_ground+knee_ground,8,0.003703703703703704,0.006589785831960461,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_reason_token,clearance_ground,1128,0.5222222222222223,0.929159802306425,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_reason_token,foot_ground_before_ready,988,0.45740740740740743,0.8138385502471169,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_reason_token,foot_ground_bad_clearance,94,0.04351851851851852,0.07742998352553541,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_reason_token,clearance,54,0.025,0.044481054365733116,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_reason_token,foot_ground_after_ready,38,0.017592592592592594,0.03130148270181219,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_reason_token,q1_low_limit,16,0.007407407407407408,0.013179571663920923,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_reason_token,speed,16,0.007407407407407408,0.013179571663920923,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,failure_reason_token,knee_ground,8,0.003703703703703704,0.006589785831960461,0.0,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,success_terminal_reason,success,937,0.4337962962962963,0.0,0.9904862579281184,2160,1214,946
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,success_terminal_reason,success+touchdown_event,9,0.004166666666666667,0.0,0.009513742071881607,2160,1214,946
