case_id,controller,transition_index,source,terminal_theta1_rad,terminal_theta2_rad,target_theta1_rad,target_theta2_rad,corrected_foot_x_m,corrected_target_foot_x_m,landing_residual_actual_minus_target_m,landing_residual_abs_m,legacy_foot_x_recomputed_m,legacy_foot_x_archived_m,legacy_x_recompute_error_m,corrected_foot_y_m
flat_1.28_r1,passive,3,learned_archived_terminal_state,1.039337443898248,0.604018046955868,1.0471975511965976,0.5235987755982988,0.5372243340536501,0.501,0.03622433405365011,0.03622433405365011,0.5599424998032865,0.5599424998032865,0.0,0.05324580518862532
flat_1.28_r2,continuous,1,learned_archived_terminal_state,1.1334628900432573,0.549640135503337,1.0471975511965976,0.5235987755982988,0.4719216941846308,0.501,-0.029078305815369188,0.029078305815369188,0.4928169102560155,0.4928169102560155,0.0,0.061810945902075254
flat_1.28_r2,continuous,2,learned_archived_terminal_state,1.0452377340294263,0.44487168133198907,1.0471975511965976,0.5235987755982988,0.4683782956016294,0.501,-0.03262170439837059,0.03262170439837059,0.4855919777999902,0.4855919777999902,0.0,0.016505541932732515
flat_1.28_r2,continuous,3,learned_archived_terminal_state,1.1268801082612054,0.4661479570539603,1.0471975511965976,0.5235987755982988,0.4399435291297814,0.501,-0.06105647087021859,0.06105647087021859,0.4579214721107628,0.4579214721107628,0.0,0.0408226531446666
flat_1.28_r2,discrete,1,learned_archived_terminal_state,1.071093404798427,0.4599361012305143,1.0471975511965976,0.5235987755982988,0.4631563629997363,0.501,-0.03784363700026372,0.03784363700026372,0.48091199697602593,0.48091199697602593,0.0,0.026279803609334684
flat_1.28_r2,discrete,2,learned_archived_terminal_state,1.0407738274603686,0.4549738818246112,1.0471975511965976,0.5235987755982988,0.47476307281462093,0.501,-0.026236927185379066,0.026236927185379066,0.4923406269232964,0.4923406269232964,0.0,0.01744748238280236
flat_1.28_r2,discrete,3,learned_archived_terminal_state,1.1281248055092177,0.4912862630820329,1.0471975511965976,0.5235987755982988,0.450089715447467,0.501,-0.05091028455253299,0.05091028455253299,0.4689601318763276,0.4689601318763276,0.0,0.04667050466317024
flat_1.28_r2,passive,1,learned_archived_terminal_state,1.0367799728525566,0.43731952438768024,1.0471975511965976,0.5235987755982988,0.4688958268141815,0.501,-0.032104173185818485,0.032104173185818485,0.485836337735213,0.485836337735213,0.0,0.012727868663274411
flat_1.28_r2,passive,2,learned_archived_terminal_state,1.1252850927699116,0.4870265212853462,1.0471975511965976,0.5235987755982988,0.44961704201817554,0.501,-0.05138295798182446,0.05138295798182446,0.4683370505592674,0.4683370505592674,0.0,0.045072104191694995
flat_1.28_r2,passive,3,learned_archived_terminal_state,1.0078814255114437,0.6026763480865702,1.0471975511965976,0.5235987755982988,0.550688056671582,0.501,0.04968805667158205,0.04968805667158205,0.5733620300288387,0.5733620300288387,0.0,0.04435321317975244
flat_1.28_r3,continuous,1,learned_archived_terminal_state,1.1211774286112486,0.5169165367223555,1.0471975511965976,0.5235987755982988,0.464149349171422,0.501,-0.036850650828578024,0.036850650828578024,0.4839174248277698,0.4839174248277698,0.0,0.05106328482240868
